"","mean","sd","median","lower2.5","upper97.5","diff"
"cum.weight[1,2]",0,0,0,0,0,0.5
"cum.weight[2,2]",0,0,0,0,0,0.5
"cum.weight[3,2]",0,0,0,0,0,0.5
"cum.weight[4,2]",0.02549,0.02469,0.01752,0.00062,0.09087,1
"cum.weight[5,2]",0.05137,0.0338,0.04451,0.00663,0.13309,1
"cum.weight[6,2]",0.07645,0.0394,0.07086,0.01616,0.16369,1
"cum.weight[7,2]",0.10114,0.04265,0.09616,0.03192,0.19267,1
"cum.weight[8,2]",0.12679,0.04729,0.12159,0.04778,0.22743,1
"cum.weight[9,2]",0.15538,0.05341,0.15126,0.06593,0.2687,1
"cum.weight[10,2]",0.19098,0.06142,0.18673,0.08612,0.32437,1
"cum.weight[11,2]",0.22792,0.06991,0.22264,0.10716,0.37521,1
"cum.weight[12,2]",0.26505,0.07491,0.25962,0.13238,0.41996,1
"cum.weight[13,2]",0.29906,0.07728,0.29403,0.15921,0.46382,1
"cum.weight[14,2]",0.33229,0.07801,0.32999,0.18751,0.49259,1
"cum.weight[15,2]",0.3607,0.07838,0.35628,0.21903,0.52367,1
"cum.weight[16,2]",0.3903,0.07937,0.3875,0.24692,0.55192,1
"cum.weight[17,2]",0.41734,0.08157,0.41545,0.26958,0.58548,1
"cum.weight[18,2]",0.44277,0.08178,0.44146,0.29299,0.60706,1
"cum.weight[19,2]",0.46734,0.08125,0.46802,0.31832,0.62925,1
"cum.weight[20,2]",0.49359,0.08108,0.49168,0.34267,0.65701,1
"cum.weight[21,2]",0.52174,0.08218,0.51972,0.36656,0.68355,1
"cum.weight[22,2]",0.54998,0.08189,0.55038,0.39219,0.70619,1
"cum.weight[23,2]",0.58035,0.08114,0.57884,0.41521,0.73614,1
"cum.weight[24,2]",0.60737,0.08072,0.60912,0.43801,0.76178,1
"cum.weight[25,2]",0.6214,0.07917,0.62326,0.4572,0.77231,1
"cum.weight[26,2]",0.63543,0.0795,0.63769,0.4676,0.78517,1
"cum.weight[27,2]",0.64764,0.07832,0.6508,0.4845,0.7924,1
"cum.weight[28,2]",0.65984,0.07878,0.66345,0.49591,0.80444,1
"cum.weight[29,2]",0.67187,0.07722,0.67638,0.51023,0.81346,1
"cum.weight[30,2]",0.68389,0.07729,0.68819,0.52486,0.82508,1
"cum.weight[31,2]",0.69667,0.07509,0.70006,0.53896,0.83305,1
"cum.weight[32,2]",0.70944,0.07479,0.7144,0.55296,0.84141,1
"cum.weight[33,2]",0.72587,0.07097,0.73043,0.58056,0.85137,1
"cum.weight[34,2]",0.7423,0.0709,0.74693,0.59444,0.86692,1
"cum.weight[35,2]",0.75784,0.06761,0.76341,0.61604,0.87714,1
"cum.weight[36,2]",0.77338,0.06729,0.77964,0.63072,0.89192,1
"cum.weight[37,2]",0.78329,0.06516,0.78958,0.64412,0.89761,1
"cum.weight[38,2]",0.7932,0.06432,0.79884,0.65176,0.90431,1
"cum.weight[39,2]",0.80312,0.06484,0.80787,0.65846,0.9147,1
"cum.weight[40,2]",0.81161,0.0626,0.81736,0.67157,0.9192,1
"cum.weight[41,2]",0.8201,0.06134,0.82652,0.68299,0.92464,1
"cum.weight[42,2]",0.82859,0.06113,0.83606,0.69437,0.93208,1
"cum.weight[43,2]",0.83755,0.05895,0.84453,0.7053,0.93499,1
"cum.weight[44,2]",0.84652,0.05794,0.85408,0.71677,0.94096,1
"cum.weight[45,2]",0.85548,0.05817,0.8625,0.72534,0.94837,1
"cum.weight[46,2]",0.86625,0.05415,0.8731,0.74334,0.95234,1
"cum.weight[47,2]",0.87701,0.05176,0.88358,0.75624,0.95742,1
"cum.weight[48,2]",0.88778,0.05122,0.89459,0.76758,0.9667,1
"cum.weight[49,2]",0.89687,0.04776,0.90365,0.78326,0.96966,1
"cum.weight[50,2]",0.90596,0.04575,0.9137,0.79469,0.9737,1
"cum.weight[51,2]",0.91505,0.04537,0.9236,0.80315,0.98071,1
"cum.weight[52,2]",0.92306,0.04258,0.93114,0.81862,0.98265,1
"cum.weight[53,2]",0.93107,0.04091,0.93946,0.82795,0.9864,1
"cum.weight[54,2]",0.93908,0.04048,0.94779,0.83503,0.99207,1
"cum.weight[55,2]",0.94854,0.0346,0.95617,0.86503,0.99367,1
"cum.weight[56,2]",0.958,0.0305,0.96598,0.8828,0.9956,1
"cum.weight[57,2]",0.96746,0.02894,0.97511,0.89332,0.9992,1
"cum.weight[58,2]",0.97831,0.01929,0.98341,0.92888,0.99946,1
"cum.weight[59,2]",0.98915,0.00965,0.9917,0.96444,0.99973,1
"cum.weight[60,2]",1,0,1,1,1,1
"deviance",34186.59599,8.52771,34186.59669,34170.03992,34203.08597,1
"mu.a[1]",0.23832,0.03605,0.2565,0.18043,0.28348,1
"mu.a[2]",0.003,0.00127,0.00283,0.00061,0.00605,1
"mu.a[3]",-0.02368,0.0096,-0.02162,-0.0454,-0.00801,1
"mu.a[4]",0.00037,0.00131,-4e-05,-0.00265,0.00261,0
"mu.a[5]",0.41563,0.03494,0.4301,0.35017,0.46097,1
"sig",0.81116,0.00485,0.81118,0.80154,0.82039,1
"sig.a[1]",0.00757,0.00488,0.007,0.00077,0.01846,1
"sig.a[2]",0.00127,0.00104,0.00134,1e-05,0.0033,1
"sig.a[3]",0.00877,0.00581,0.0075,0.00183,0.02307,1
"sig.a[4]",0.001,0.00101,0.00085,0,0.00364,1
"sig.a[5]",0.0119,0.0091,0.01063,0.00111,0.03601,1
"weight[1,1,1]",0.02969,0.02616,0.02226,0.00115,0.09554,1
"weight[2,1,1]",0.03277,0.0288,0.02494,0.00098,0.1048,1
"weight[3,1,1]",0.03989,0.03225,0.03285,0.00122,0.11779,1
"weight[4,1,1]",0.03939,0.03196,0.03135,0.00157,0.11758,1
"weight[5,1,1]",0.0296,0.02483,0.02374,0.00091,0.09078,1
"weight[6,1,1]",0.04321,0.03152,0.03794,0.00217,0.11624,1
"weight[7,1,1]",0.02477,0.02152,0.01895,0.00078,0.08124,1
"weight[8,1,1]",0.01789,0.01592,0.01354,0.00056,0.05952,1
"weight[9,1,1]",0.02301,0.02046,0.01758,6e-04,0.07445,1
"weight[10,1,1]",0,0,0,0,0,0.5
"weight[11,1,1]",0,0,0,0,0,0.5
"weight[12,1,1]",0,0,0,0,0,0.5
"weight[1,2,1]",0.02146,0.02,0.0157,0.00059,0.07247,1
"weight[2,2,1]",0.02286,0.0206,0.01743,0.00064,0.07554,1
"weight[3,2,1]",0.02633,0.0233,0.01977,0.00074,0.08682,1
"weight[4,2,1]",0.02588,0.02405,0.01922,9e-04,0.08695,1
"weight[5,2,1]",0.01958,0.01881,0.01401,0.00057,0.07007,1
"weight[6,2,1]",0.02446,0.02088,0.01927,0.00076,0.07729,1
"weight[7,2,1]",0.02257,0.02054,0.01662,0.00072,0.07764,1
"weight[8,2,1]",0.02467,0.0227,0.01813,0.00061,0.08435,1
"weight[9,2,1]",0.03111,0.02727,0.02395,0.00088,0.10109,1
"weight[10,2,1]",0.03711,0.02886,0.03066,0.00125,0.10549,1
"weight[11,2,1]",0.04333,0.03393,0.03622,0.0014,0.12328,1
"weight[12,2,1]",0.03486,0.02985,0.02681,0.00111,0.10724,1
"weight[1,3,1]",0.01401,0.01246,0.01067,0.00039,0.04645,1
"weight[2,3,1]",0.01401,0.01246,0.01067,0.00039,0.04645,1
"weight[3,3,1]",0.01735,0.01525,0.01317,5e-04,0.0568,1
"weight[4,3,1]",0.01735,0.01525,0.01317,5e-04,0.0568,1
"weight[5,3,1]",0.01393,0.01223,0.0107,0.00046,0.04705,1
"weight[6,3,1]",0.01393,0.01223,0.0107,0.00046,0.04705,1
"weight[7,3,1]",0.01179,0.01034,0.00918,0.00036,0.03909,1
"weight[8,3,1]",0.01179,0.01034,0.00918,0.00036,0.03909,1
"weight[9,3,1]",0.01265,0.01131,0.00968,0.00032,0.04235,1
"weight[10,3,1]",0.01265,0.01131,0.00968,0.00032,0.04235,1
"weight[11,3,1]",0.01322,0.01298,0.0096,0.00039,0.0448,1
"weight[12,3,1]",0.01322,0.01298,0.0096,0.00039,0.0448,1
"weight[1,4,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weight[2,4,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weight[3,4,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weight[4,4,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weight[5,4,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weight[6,4,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weight[7,4,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weight[8,4,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weight[9,4,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weight[10,4,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weight[11,4,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weight[12,4,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weight[1,5,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weight[2,5,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weight[3,5,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weight[4,5,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weight[5,5,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weight[6,5,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weight[7,5,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weight[8,5,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weight[9,5,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weight[10,5,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weight[11,5,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weight[12,5,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weight[1,1,2]",0.03713,0.03287,0.02802,0.00119,0.12156,1
"weight[2,1,2]",0.03693,0.03396,0.02676,0.00107,0.12887,1
"weight[3,1,2]",0.0356,0.03077,0.02749,0.00096,0.11421,1
"weight[4,1,2]",0.0286,0.02766,0.02035,0.00066,0.10307,1
"weight[5,1,2]",0.02564,0.02476,0.01806,0.00064,0.09094,1
"weight[6,1,2]",0.0247,0.02175,0.01874,0.00068,0.08081,1
"weight[7,1,2]",0.02508,0.02313,0.01841,6e-04,0.08823,1
"weight[8,1,2]",0.02588,0.02455,0.01866,0.00071,0.09079,1
"weight[9,1,2]",0.02549,0.02469,0.01752,0.00062,0.09087,1
"weight[10,1,2]",0,0,0,0,0,0.5
"weight[11,1,2]",0,0,0,0,0,0.5
"weight[12,1,2]",0,0,0,0,0,0.5
"weight[1,2,2]",0.02703,0.0253,0.01937,0.00061,0.09322,1
"weight[2,2,2]",0.03037,0.02797,0.02253,0.00062,0.10004,1
"weight[3,2,2]",0.02825,0.0262,0.02055,0.00071,0.09958,1
"weight[4,2,2]",0.02815,0.02825,0.01975,7e-04,0.10049,1
"weight[5,2,2]",0.02624,0.02453,0.0193,0.00063,0.09198,1
"weight[6,2,2]",0.02458,0.02286,0.01837,0.00075,0.08947,1
"weight[7,2,2]",0.02543,0.0229,0.0186,0.00064,0.0827,1
"weight[8,2,2]",0.02703,0.02472,0.02023,0.00072,0.09431,1
"weight[9,2,2]",0.0296,0.02841,0.02121,0.00088,0.10433,1
"weight[10,2,2]",0.02841,0.02846,0.01954,0.00061,0.10654,1
"weight[11,2,2]",0.03323,0.03084,0.0245,0.00105,0.11241,1
"weight[12,2,2]",0.03401,0.02996,0.02581,0.00099,0.11164,1
"weight[1,3,2]",0.01554,0.01438,0.0115,0.00038,0.05326,1
"weight[2,3,2]",0.01554,0.01438,0.0115,0.00038,0.05326,1
"weight[3,3,2]",0.01643,0.01652,0.01167,0.00048,0.06199,1
"weight[4,3,2]",0.01643,0.01652,0.01167,0.00048,0.06199,1
"weight[5,3,2]",0.01278,0.01203,0.00939,0.00043,0.04436,1
"weight[6,3,2]",0.01278,0.01203,0.00939,0.00043,0.04436,1
"weight[7,3,2]",0.01202,0.0113,0.00859,0.00035,0.04356,1
"weight[8,3,2]",0.01202,0.0113,0.00859,0.00035,0.04356,1
"weight[9,3,2]",0.0122,0.01138,0.00898,0.00028,0.04118,1
"weight[10,3,2]",0.0122,0.01138,0.00898,0.00028,0.04118,1
"weight[11,3,2]",0.01403,0.01226,0.0107,5e-04,0.04382,1
"weight[12,3,2]",0.01403,0.01226,0.0107,5e-04,0.04382,1
"weight[1,4,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weight[2,4,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weight[3,4,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weight[4,4,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weight[5,4,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weight[6,4,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weight[7,4,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weight[8,4,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weight[9,4,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weight[10,4,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weight[11,4,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weight[12,4,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weight[1,5,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weight[2,5,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weight[3,5,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weight[4,5,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weight[5,5,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weight[6,5,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weight[7,5,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weight[8,5,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weight[9,5,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weight[10,5,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weight[11,5,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weight[12,5,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weightOrdered[1,1]",0,0,0,0,0,0.5
"weightOrdered[2,1]",0,0,0,0,0,0.5
"weightOrdered[3,1]",0,0,0,0,0,0.5
"weightOrdered[4,1]",0.02301,0.02046,0.01758,6e-04,0.07445,1
"weightOrdered[5,1]",0.01789,0.01592,0.01354,0.00056,0.05952,1
"weightOrdered[6,1]",0.02477,0.02152,0.01895,0.00078,0.08124,1
"weightOrdered[7,1]",0.04321,0.03152,0.03794,0.00217,0.11624,1
"weightOrdered[8,1]",0.0296,0.02483,0.02374,0.00091,0.09078,1
"weightOrdered[9,1]",0.03939,0.03196,0.03135,0.00157,0.11758,1
"weightOrdered[10,1]",0.03989,0.03225,0.03285,0.00122,0.11779,1
"weightOrdered[11,1]",0.03277,0.0288,0.02494,0.00098,0.1048,1
"weightOrdered[12,1]",0.02969,0.02616,0.02226,0.00115,0.09554,1
"weightOrdered[13,1]",0.03486,0.02985,0.02681,0.00111,0.10724,1
"weightOrdered[14,1]",0.04333,0.03393,0.03622,0.0014,0.12328,1
"weightOrdered[15,1]",0.03711,0.02886,0.03066,0.00125,0.10549,1
"weightOrdered[16,1]",0.03111,0.02727,0.02395,0.00088,0.10109,1
"weightOrdered[17,1]",0.02467,0.0227,0.01813,0.00061,0.08435,1
"weightOrdered[18,1]",0.02257,0.02054,0.01662,0.00072,0.07764,1
"weightOrdered[19,1]",0.02446,0.02088,0.01927,0.00076,0.07729,1
"weightOrdered[20,1]",0.01958,0.01881,0.01401,0.00057,0.07007,1
"weightOrdered[21,1]",0.02588,0.02405,0.01922,9e-04,0.08695,1
"weightOrdered[22,1]",0.02633,0.0233,0.01977,0.00074,0.08682,1
"weightOrdered[23,1]",0.02286,0.0206,0.01743,0.00064,0.07554,1
"weightOrdered[24,1]",0.02146,0.02,0.0157,0.00059,0.07247,1
"weightOrdered[25,1]",0.01322,0.01298,0.0096,0.00039,0.0448,1
"weightOrdered[26,1]",0.01322,0.01298,0.0096,0.00039,0.0448,1
"weightOrdered[27,1]",0.01265,0.01131,0.00968,0.00032,0.04235,1
"weightOrdered[28,1]",0.01265,0.01131,0.00968,0.00032,0.04235,1
"weightOrdered[29,1]",0.01179,0.01034,0.00918,0.00036,0.03909,1
"weightOrdered[30,1]",0.01179,0.01034,0.00918,0.00036,0.03909,1
"weightOrdered[31,1]",0.01393,0.01223,0.0107,0.00046,0.04705,1
"weightOrdered[32,1]",0.01393,0.01223,0.0107,0.00046,0.04705,1
"weightOrdered[33,1]",0.01735,0.01525,0.01317,5e-04,0.0568,1
"weightOrdered[34,1]",0.01735,0.01525,0.01317,5e-04,0.0568,1
"weightOrdered[35,1]",0.01401,0.01246,0.01067,0.00039,0.04645,1
"weightOrdered[36,1]",0.01401,0.01246,0.01067,0.00039,0.04645,1
"weightOrdered[37,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weightOrdered[38,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weightOrdered[39,1]",0.00955,0.00867,0.00707,0.00029,0.03193,1
"weightOrdered[40,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weightOrdered[41,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weightOrdered[42,1]",0.00841,0.0076,0.00634,0.00025,0.02798,1
"weightOrdered[43,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weightOrdered[44,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weightOrdered[45,1]",0.00839,0.00769,0.0063,2e-04,0.02854,1
"weightOrdered[46,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weightOrdered[47,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weightOrdered[48,1]",0.0093,0.00819,0.00703,0.00032,0.03019,1
"weightOrdered[49,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weightOrdered[50,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weightOrdered[51,1]",0.00903,0.00802,0.00681,0.00027,0.03014,1
"weightOrdered[52,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weightOrdered[53,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weightOrdered[54,1]",0.00946,0.00848,0.0072,0.00023,0.03212,1
"weightOrdered[55,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weightOrdered[56,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weightOrdered[57,1]",0.00833,0.00776,0.00611,0.00028,0.02885,1
"weightOrdered[58,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weightOrdered[59,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weightOrdered[60,1]",0.01074,0.00963,0.00802,0.00025,0.03547,1
"weightOrdered[1,2]",0,0,0,0,0,0.5
"weightOrdered[2,2]",0,0,0,0,0,0.5
"weightOrdered[3,2]",0,0,0,0,0,0.5
"weightOrdered[4,2]",0.02549,0.02469,0.01752,0.00062,0.09087,1
"weightOrdered[5,2]",0.02588,0.02455,0.01866,0.00071,0.09079,1
"weightOrdered[6,2]",0.02508,0.02313,0.01841,6e-04,0.08823,1
"weightOrdered[7,2]",0.0247,0.02175,0.01874,0.00068,0.08081,1
"weightOrdered[8,2]",0.02564,0.02476,0.01806,0.00064,0.09094,1
"weightOrdered[9,2]",0.0286,0.02766,0.02035,0.00066,0.10307,1
"weightOrdered[10,2]",0.0356,0.03077,0.02749,0.00096,0.11421,1
"weightOrdered[11,2]",0.03693,0.03396,0.02676,0.00107,0.12887,1
"weightOrdered[12,2]",0.03713,0.03287,0.02802,0.00119,0.12156,1
"weightOrdered[13,2]",0.03401,0.02996,0.02581,0.00099,0.11164,1
"weightOrdered[14,2]",0.03323,0.03084,0.0245,0.00105,0.11241,1
"weightOrdered[15,2]",0.02841,0.02846,0.01954,0.00061,0.10654,1
"weightOrdered[16,2]",0.0296,0.02841,0.02121,0.00088,0.10433,1
"weightOrdered[17,2]",0.02703,0.02472,0.02023,0.00072,0.09431,1
"weightOrdered[18,2]",0.02543,0.0229,0.0186,0.00064,0.0827,1
"weightOrdered[19,2]",0.02458,0.02286,0.01837,0.00075,0.08947,1
"weightOrdered[20,2]",0.02624,0.02453,0.0193,0.00063,0.09198,1
"weightOrdered[21,2]",0.02815,0.02825,0.01975,7e-04,0.10049,1
"weightOrdered[22,2]",0.02825,0.0262,0.02055,0.00071,0.09958,1
"weightOrdered[23,2]",0.03037,0.02797,0.02253,0.00062,0.10004,1
"weightOrdered[24,2]",0.02703,0.0253,0.01937,0.00061,0.09322,1
"weightOrdered[25,2]",0.01403,0.01226,0.0107,5e-04,0.04382,1
"weightOrdered[26,2]",0.01403,0.01226,0.0107,5e-04,0.04382,1
"weightOrdered[27,2]",0.0122,0.01138,0.00898,0.00028,0.04118,1
"weightOrdered[28,2]",0.0122,0.01138,0.00898,0.00028,0.04118,1
"weightOrdered[29,2]",0.01202,0.0113,0.00859,0.00035,0.04356,1
"weightOrdered[30,2]",0.01202,0.0113,0.00859,0.00035,0.04356,1
"weightOrdered[31,2]",0.01278,0.01203,0.00939,0.00043,0.04436,1
"weightOrdered[32,2]",0.01278,0.01203,0.00939,0.00043,0.04436,1
"weightOrdered[33,2]",0.01643,0.01652,0.01167,0.00048,0.06199,1
"weightOrdered[34,2]",0.01643,0.01652,0.01167,0.00048,0.06199,1
"weightOrdered[35,2]",0.01554,0.01438,0.0115,0.00038,0.05326,1
"weightOrdered[36,2]",0.01554,0.01438,0.0115,0.00038,0.05326,1
"weightOrdered[37,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weightOrdered[38,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weightOrdered[39,2]",0.00991,0.00934,0.00732,0.00027,0.03561,1
"weightOrdered[40,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weightOrdered[41,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weightOrdered[42,2]",0.00849,0.00804,0.00624,0.00017,0.03002,1
"weightOrdered[43,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weightOrdered[44,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weightOrdered[45,2]",0.00897,0.00847,0.00629,0.00026,0.03198,1
"weightOrdered[46,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weightOrdered[47,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weightOrdered[48,2]",0.01077,0.00995,0.00776,0.00031,0.03729,1
"weightOrdered[49,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weightOrdered[50,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weightOrdered[51,2]",0.00909,0.00877,0.00658,0.00027,0.03281,1
"weightOrdered[52,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weightOrdered[53,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weightOrdered[54,2]",0.00801,0.00724,0.0061,0.00024,0.02515,1
"weightOrdered[55,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weightOrdered[56,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weightOrdered[57,2]",0.00946,0.00933,0.0066,0.00025,0.03472,1
"weightOrdered[58,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weightOrdered[59,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weightOrdered[60,2]",0.01085,0.00965,0.0083,0.00027,0.03556,1
"weightX[1,1]",0.02734,0.02412,0.02036,0.00107,0.08924,1
"weightX[2,1]",0.03018,0.02669,0.02284,9e-04,0.09719,1
"weightX[3,1]",0.0367,0.0297,0.03018,0.00114,0.10901,1
"weightX[4,1]",0.03624,0.02947,0.02877,0.00146,0.10977,1
"weightX[5,1]",0.02718,0.02272,0.02208,0.00084,0.0823,1
"weightX[6,1]",0.03971,0.02892,0.03486,0.00199,0.10458,1
"weightX[7,1]",0.02273,0.01971,0.01746,0.00074,0.07297,1
"weightX[8,1]",0.01648,0.01477,0.01227,0.00051,0.05496,1
"weightX[9,1]",0.02119,0.01895,0.01624,0.00055,0.06844,1
"weightX[10,1]",0.02673,0.02611,0.019,0.00079,0.09595,1
"weightX[11,1]",0.02789,0.02766,0.01924,0.00072,0.10487,1
"weightX[12,1]",0.02523,0.02306,0.01871,0.00062,0.08549,1
"weightX[13,1]",0.01975,0.01845,0.01452,0.00054,0.06727,1
"weightX[14,1]",0.02103,0.01898,0.01589,0.00058,0.06915,1
"weightX[15,1]",0.0242,0.02139,0.01805,0.00068,0.07944,1
"weightX[16,1]",0.02376,0.02198,0.01783,0.00084,0.08,1
"weightX[17,1]",0.018,0.01728,0.01291,0.00054,0.06384,1
"weightX[18,1]",0.02248,0.01924,0.01793,7e-04,0.07137,1
"weightX[19,1]",0.02079,0.01895,0.01533,0.00066,0.07148,1
"weightX[20,1]",0.02272,0.02098,0.01666,0.00057,0.07675,1
"weightX[21,1]",0.0286,0.02505,0.02216,0.00083,0.09304,1
"weightX[22,1]",0.03426,0.02684,0.02819,0.0011,0.09801,1
"weightX[23,1]",0.03988,0.03149,0.03296,0.00125,0.11483,1
"weightX[24,1]",0.03208,0.0275,0.0245,0.00103,0.09919,1
"weightX[25,1]",0.02577,0.0229,0.01959,7e-04,0.08543,1
"weightX[26,1]",0.03201,0.02833,0.02431,9e-04,0.10497,1
"weightX[27,1]",0.02564,0.02254,0.0197,0.00086,0.08648,1
"weightX[28,1]",0.02168,0.01905,0.01687,0.00068,0.07239,1
"weightX[29,1]",0.02329,0.02087,0.01764,0.00059,0.07851,1
"weightX[30,1]",0.02437,0.02411,0.01764,0.00072,0.08315,1
"weightX[31,1]",0.02563,0.02255,0.01933,0.00087,0.0834,1
"weightX[32,1]",0.0232,0.02143,0.01735,0.00054,0.0797,1
"weightX[33,1]",0.02323,0.02105,0.01746,0.00069,0.07812,1
"weightX[34,1]",0.02635,0.02394,0.01954,0.00081,0.08944,1
"weightX[35,1]",0.02967,0.02665,0.0219,0.00068,0.09817,1
"weightX[36,1]",0.02293,0.02134,0.01688,0.00078,0.07946,1
"weightX[37,1]",0.02613,0.02355,0.01989,0.00067,0.08794,1
"weightX[38,1]",0.02495,0.02222,0.01871,0.00075,0.08325,1
"weightX[1,2]",0.0342,0.03036,0.02572,0.00111,0.11133,1
"weightX[2,2]",0.03401,0.03142,0.02457,0.001,0.11935,1
"weightX[3,2]",0.03278,0.02839,0.02507,0.00089,0.10525,1
"weightX[4,2]",0.0263,0.02542,0.01857,0.00061,0.09393,1
"weightX[5,2]",0.02364,0.0229,0.01674,0.00061,0.08482,1
"weightX[6,2]",0.02275,0.02013,0.01728,0.00063,0.07356,1
"weightX[7,2]",0.02308,0.02129,0.01702,0.00057,0.08156,1
"weightX[8,2]",0.02385,0.02263,0.01719,0.00066,0.08439,1
"weightX[9,2]",0.02342,0.02266,0.01622,0.00058,0.08452,1
"weightX[10,2]",0.02578,0.02424,0.01826,0.00084,0.08922,1
"weightX[11,2]",0.0262,0.02569,0.01825,0.00057,0.09549,1
"weightX[12,2]",0.02687,0.02528,0.01976,0.00069,0.08782,1
"weightX[13,2]",0.02487,0.02341,0.01774,0.00056,0.08668,1
"weightX[14,2]",0.02796,0.0258,0.02082,0.00058,0.09244,1
"weightX[15,2]",0.02603,0.02424,0.01875,0.00067,0.09169,1
"weightX[16,2]",0.02592,0.02607,0.01814,0.00065,0.09146,1
"weightX[17,2]",0.02414,0.02256,0.01765,0.00058,0.08544,1
