"","mean","sd","median","lower2.5","upper97.5","diff"
"cum.weight[13,2]",0.28239,0.07357,0.28024,0.14965,0.43125,1
"cum.weight[14,2]",0.31012,0.07601,0.30933,0.1689,0.46145,1
"cum.weight[15,2]",0.34244,0.07808,0.34302,0.19068,0.49351,1
"cum.weight[16,2]",0.37106,0.08083,0.37138,0.2151,0.52991,1
"cum.weight[17,2]",0.39915,0.08201,0.39775,0.24095,0.55926,1
"cum.weight[18,2]",0.42593,0.08079,0.42684,0.27097,0.58104,1
"cum.weight[19,2]",0.45471,0.08122,0.45673,0.30013,0.60937,1
"cum.weight[20,2]",0.48217,0.08045,0.48272,0.32232,0.63449,1
"cum.weight[21,2]",0.50972,0.08157,0.51227,0.34541,0.66312,1
"cum.weight[22,2]",0.53669,0.08204,0.53874,0.37204,0.69031,1
"cum.weight[23,2]",0.56226,0.08117,0.56334,0.39506,0.70944,1
"cum.weight[24,2]",0.58761,0.08235,0.58986,0.41645,0.73926,1
"cum.weight[25,2]",0.60095,0.08167,0.60512,0.42837,0.754,1
"cum.weight[26,2]",0.61429,0.08307,0.61764,0.43644,0.76389,1
"cum.weight[27,2]",0.63022,0.08039,0.63455,0.46281,0.77569,1
"cum.weight[28,2]",0.64614,0.0807,0.65117,0.47914,0.79047,1
"cum.weight[29,2]",0.66121,0.07808,0.66459,0.49628,0.79944,1
"cum.weight[30,2]",0.67628,0.07794,0.67984,0.51477,0.81495,1
"cum.weight[31,2]",0.69094,0.07638,0.69528,0.53363,0.82605,1
"cum.weight[32,2]",0.70561,0.07724,0.71039,0.54588,0.84119,1
"cum.weight[33,2]",0.71937,0.07526,0.7235,0.55907,0.85176,1
"cum.weight[34,2]",0.73313,0.07556,0.73671,0.56952,0.86569,1
"cum.weight[35,2]",0.74833,0.07219,0.75174,0.59513,0.87484,1
"cum.weight[36,2]",0.76353,0.07185,0.76803,0.6127,0.88766,1
"cum.weight[37,2]",0.7736,0.06917,0.77862,0.62682,0.89154,1
"cum.weight[38,2]",0.78366,0.0678,0.78832,0.63379,0.89927,1
"cum.weight[39,2]",0.79373,0.06782,0.7984,0.64328,0.91018,1
"cum.weight[40,2]",0.80333,0.06495,0.80854,0.65795,0.91465,1
"cum.weight[41,2]",0.81294,0.06351,0.81886,0.67245,0.91919,1
"cum.weight[42,2]",0.82254,0.06362,0.82859,0.68158,0.92666,1
"cum.weight[43,2]",0.83279,0.05968,0.83859,0.6987,0.931,1
"cum.weight[44,2]",0.84304,0.05729,0.84776,0.7124,0.93551,1
"cum.weight[45,2]",0.8533,0.05665,0.859,0.7282,0.94368,1
"cum.weight[46,2]",0.86306,0.0539,0.86968,0.73985,0.94847,1
"cum.weight[47,2]",0.87282,0.05257,0.87923,0.74917,0.95378,1
"cum.weight[48,2]",0.88258,0.05277,0.88939,0.75796,0.96264,1
"cum.weight[49,2]",0.89205,0.04944,0.8983,0.77656,0.96553,1
"cum.weight[50,2]",0.90153,0.0475,0.90907,0.78485,0.97092,1
"cum.weight[51,2]",0.91101,0.04713,0.91874,0.79478,0.9805,1
"cum.weight[52,2]",0.92084,0.04267,0.92783,0.81637,0.98251,1
"cum.weight[53,2]",0.93066,0.03998,0.93733,0.83325,0.98558,1
"cum.weight[54,2]",0.94049,0.03942,0.94723,0.84207,0.99222,1
"cum.weight[55,2]",0.95041,0.03373,0.95689,0.8675,0.99396,1
"cum.weight[56,2]",0.96033,0.02991,0.96739,0.87899,0.99568,1
"cum.weight[57,2]",0.97025,0.02872,0.97877,0.89008,0.99924,1
"cum.weight[58,2]",0.98016,0.01915,0.98585,0.92672,0.99949,1
"cum.weight[59,2]",0.99008,0.00957,0.99292,0.96336,0.99975,1
"cum.weight[60,2]",1,0,1,1,1,1
"deviance",45273.6119,9.32983,45273.10421,45256.31676,45292.39627,1
"mu.a[1]",0.25256,0.01372,0.25414,0.22994,0.27723,1
"mu.a[2]",0.00281,0.00199,0.00211,0.00041,0.0072,1
"mu.a[3]",0.00084,0.0104,-0.00031,-0.0206,0.01472,0
"mu.a[4]",0.00119,0.00195,0.00144,-0.00302,0.00427,0
"mu.a[5]",0.42988,0.0081,0.42908,0.41224,0.44761,1
"sig",0.80496,0.00427,0.80491,0.79668,0.81351,1
"sig.a[1]",0.00596,0.00585,0.00307,0.00054,0.01909,1
"sig.a[2]",0.00081,0.00071,0.00058,7e-05,0.00276,1
"sig.a[3]",0.00364,0.00296,0.00265,0.00074,0.01236,1
"sig.a[4]",0.00084,0.00053,0.00073,0.00019,0.00215,1
"sig.a[5]",0.00597,0.00511,0.00435,0.00112,0.02054,1
"weight[1,1,1]",0.04406,0.032,0.03851,0.00186,0.12007,1
"weight[2,1,1]",0.04019,0.02976,0.03409,0.00182,0.11025,1
"weight[3,1,1]",0.03375,0.02666,0.02753,0.00127,0.10044,1
"weight[4,1,1]",0.03611,0.02774,0.03019,0.00128,0.10481,1
"weight[5,1,1]",0.03431,0.02606,0.0292,0.00131,0.09693,1
"weight[6,1,1]",0.0627,0.03444,0.0602,0.00628,0.13743,1
"weight[7,1,1]",0.02384,0.01961,0.01914,0.00084,0.07089,1
"weight[8,1,1]",0.01741,0.01615,0.01284,0.00053,0.05975,1
"weight[9,1,1]",0.02267,0.01994,0.0174,0.00067,0.07466,1
"weight[10,1,1]",0,0,0,0,0,0.5
"weight[11,1,1]",0,0,0,0,0,0.5
"weight[12,1,1]",0,0,0,0,0,0.5
"weight[1,2,1]",0.02042,0.01799,0.01565,0.00056,0.06558,1
"weight[2,2,1]",0.02285,0.0209,0.017,0.00069,0.07533,1
"weight[3,2,1]",0.01813,0.01676,0.01318,5e-04,0.06034,1
"weight[4,2,1]",0.02092,0.01874,0.01559,0.00059,0.06908,1
"weight[5,2,1]",0.01725,0.01608,0.01266,0.00049,0.05903,1
"weight[6,2,1]",0.02304,0.01997,0.0183,0.00067,0.07395,1
"weight[7,2,1]",0.02384,0.01937,0.01891,0.00094,0.07121,1
"weight[8,2,1]",0.02496,0.02128,0.01993,0.00073,0.07799,1
"weight[9,2,1]",0.0456,0.0314,0.0413,0.00228,0.11965,1
"weight[10,2,1]",0.03929,0.02838,0.03404,0.0022,0.10426,1
"weight[11,2,1]",0.04386,0.03032,0.03861,0.00244,0.11251,1
"weight[12,2,1]",0.03975,0.0306,0.03389,0.00142,0.11147,1
"weight[1,3,1]",0.01161,0.01038,0.00861,0.00039,0.03838,1
"weight[2,3,1]",0.01161,0.01038,0.00861,0.00039,0.03838,1
"weight[3,3,1]",0.01264,0.01118,0.00961,0.00042,0.04237,1
"weight[4,3,1]",0.01264,0.01118,0.00961,0.00042,0.04237,1
"weight[5,3,1]",0.01017,0.00877,0.00786,0.00037,0.03267,1
"weight[6,3,1]",0.01017,0.00877,0.00786,0.00037,0.03267,1
"weight[7,3,1]",0.00993,0.00898,0.00726,0.00032,0.0329,1
"weight[8,3,1]",0.00993,0.00898,0.00726,0.00032,0.0329,1
"weight[9,3,1]",0.01163,0.01005,0.00906,0.00037,0.03757,1
"weight[10,3,1]",0.01163,0.01005,0.00906,0.00037,0.03757,1
"weight[11,3,1]",0.01481,0.01268,0.01145,0.00049,0.04743,1
"weight[12,3,1]",0.01481,0.01268,0.01145,0.00049,0.04743,1
"weight[1,4,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weight[2,4,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weight[3,4,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weight[4,4,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weight[5,4,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weight[6,4,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weight[7,4,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weight[8,4,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weight[9,4,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weight[10,4,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weight[11,4,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weight[12,4,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weight[1,5,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weight[2,5,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weight[3,5,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weight[4,5,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weight[5,5,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weight[6,5,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weight[7,5,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weight[8,5,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weight[9,5,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weight[10,5,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weight[11,5,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weight[12,5,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weight[1,1,2]",0.02718,0.02596,0.01933,0.00071,0.09613,1
"weight[2,1,2]",0.027,0.02569,0.01915,0.00076,0.09561,1
"weight[3,1,2]",0.02924,0.02696,0.02176,0.00068,0.10063,1
"weight[4,1,2]",0.02675,0.02611,0.01934,0.00064,0.09567,1
"weight[5,1,2]",0.02833,0.02731,0.01994,0.00069,0.10537,1
"weight[6,1,2]",0.03052,0.02872,0.02203,0.00071,0.10809,1
"weight[7,1,2]",0.02831,0.0258,0.02075,9e-04,0.09588,1
"weight[8,1,2]",0.02728,0.02636,0.01968,0.00071,0.09972,1
"weight[9,1,2]",0.0313,0.02951,0.02251,0.00081,0.1088,1
"weight[10,1,2]",0,0,0,0,0,0.5
"weight[11,1,2]",0,0,0,0,0,0.5
"weight[12,1,2]",0,0,0,0,0,0.5
"weight[1,2,2]",0.02535,0.02295,0.01887,0.00068,0.08408,1
"weight[2,2,2]",0.02557,0.0232,0.01906,0.00057,0.08577,1
"weight[3,2,2]",0.02697,0.02685,0.0186,0.00082,0.10263,1
"weight[4,2,2]",0.02755,0.02554,0.01988,0.00067,0.09327,1
"weight[5,2,2]",0.02747,0.025,0.02015,0.00087,0.09354,1
"weight[6,2,2]",0.02878,0.02667,0.02112,0.00082,0.10067,1
"weight[7,2,2]",0.02678,0.02399,0.02005,0.00075,0.09038,1
"weight[8,2,2]",0.02809,0.0262,0.02001,0.00092,0.09936,1
"weight[9,2,2]",0.02863,0.02689,0.02038,0.00095,0.10235,1
"weight[10,2,2]",0.03232,0.03284,0.02223,0.00077,0.11504,1
"weight[11,2,2]",0.02772,0.0253,0.02068,0.00074,0.09376,1
"weight[12,2,2]",0.02647,0.02536,0.01893,0.00071,0.09529,1
"weight[1,3,2]",0.0152,0.01496,0.01044,0.00039,0.05713,1
"weight[2,3,2]",0.0152,0.01496,0.01044,0.00039,0.05713,1
"weight[3,3,2]",0.01376,0.01317,0.00952,0.00041,0.04733,1
"weight[4,3,2]",0.01376,0.01317,0.00952,0.00041,0.04733,1
"weight[5,3,2]",0.01466,0.01364,0.01054,0.00035,0.05067,1
"weight[6,3,2]",0.01466,0.01364,0.01054,0.00035,0.05067,1
"weight[7,3,2]",0.01507,0.01405,0.01087,0.00044,0.05039,1
"weight[8,3,2]",0.01507,0.01405,0.01087,0.00044,0.05039,1
"weight[9,3,2]",0.01593,0.01564,0.01097,0.00041,0.05885,1
"weight[10,3,2]",0.01593,0.01564,0.01097,0.00041,0.05885,1
"weight[11,3,2]",0.01334,0.01308,0.00946,0.00041,0.04787,1
"weight[12,3,2]",0.01334,0.01308,0.00946,0.00041,0.04787,1
"weight[1,4,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weight[2,4,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weight[3,4,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weight[4,4,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weight[5,4,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weight[6,4,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weight[7,4,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weight[8,4,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weight[9,4,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weight[10,4,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weight[11,4,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weight[12,4,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weight[1,5,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weight[2,5,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weight[3,5,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weight[4,5,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weight[5,5,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weight[6,5,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weight[7,5,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weight[8,5,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weight[9,5,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weight[10,5,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weight[11,5,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weight[12,5,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weightOrdered[1,1]",0,0,0,0,0,0.5
"weightOrdered[2,1]",0,0,0,0,0,0.5
"weightOrdered[3,1]",0,0,0,0,0,0.5
"weightOrdered[4,1]",0.02267,0.01994,0.0174,0.00067,0.07466,1
"weightOrdered[5,1]",0.01741,0.01615,0.01284,0.00053,0.05975,1
"weightOrdered[6,1]",0.02384,0.01961,0.01914,0.00084,0.07089,1
"weightOrdered[7,1]",0.0627,0.03444,0.0602,0.00628,0.13743,1
"weightOrdered[8,1]",0.03431,0.02606,0.0292,0.00131,0.09693,1
"weightOrdered[9,1]",0.03611,0.02774,0.03019,0.00128,0.10481,1
"weightOrdered[10,1]",0.03375,0.02666,0.02753,0.00127,0.10044,1
"weightOrdered[11,1]",0.04019,0.02976,0.03409,0.00182,0.11025,1
"weightOrdered[12,1]",0.04406,0.032,0.03851,0.00186,0.12007,1
"weightOrdered[13,1]",0.03975,0.0306,0.03389,0.00142,0.11147,1
"weightOrdered[14,1]",0.04386,0.03032,0.03861,0.00244,0.11251,1
"weightOrdered[15,1]",0.03929,0.02838,0.03404,0.0022,0.10426,1
"weightOrdered[16,1]",0.0456,0.0314,0.0413,0.00228,0.11965,1
"weightOrdered[17,1]",0.02496,0.02128,0.01993,0.00073,0.07799,1
"weightOrdered[18,1]",0.02384,0.01937,0.01891,0.00094,0.07121,1
"weightOrdered[19,1]",0.02304,0.01997,0.0183,0.00067,0.07395,1
"weightOrdered[20,1]",0.01725,0.01608,0.01266,0.00049,0.05903,1
"weightOrdered[21,1]",0.02092,0.01874,0.01559,0.00059,0.06908,1
"weightOrdered[22,1]",0.01813,0.01676,0.01318,5e-04,0.06034,1
"weightOrdered[23,1]",0.02285,0.0209,0.017,0.00069,0.07533,1
"weightOrdered[24,1]",0.02042,0.01799,0.01565,0.00056,0.06558,1
"weightOrdered[25,1]",0.01481,0.01268,0.01145,0.00049,0.04743,1
"weightOrdered[26,1]",0.01481,0.01268,0.01145,0.00049,0.04743,1
"weightOrdered[27,1]",0.01163,0.01005,0.00906,0.00037,0.03757,1
"weightOrdered[28,1]",0.01163,0.01005,0.00906,0.00037,0.03757,1
"weightOrdered[29,1]",0.00993,0.00898,0.00726,0.00032,0.0329,1
"weightOrdered[30,1]",0.00993,0.00898,0.00726,0.00032,0.0329,1
"weightOrdered[31,1]",0.01017,0.00877,0.00786,0.00037,0.03267,1
"weightOrdered[32,1]",0.01017,0.00877,0.00786,0.00037,0.03267,1
"weightOrdered[33,1]",0.01264,0.01118,0.00961,0.00042,0.04237,1
"weightOrdered[34,1]",0.01264,0.01118,0.00961,0.00042,0.04237,1
"weightOrdered[35,1]",0.01161,0.01038,0.00861,0.00039,0.03838,1
"weightOrdered[36,1]",0.01161,0.01038,0.00861,0.00039,0.03838,1
"weightOrdered[37,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weightOrdered[38,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weightOrdered[39,1]",0.01023,0.00917,0.0079,0.00026,0.03241,1
"weightOrdered[40,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weightOrdered[41,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weightOrdered[42,1]",0.00647,0.00621,0.00458,0.00021,0.02274,1
"weightOrdered[43,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weightOrdered[44,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weightOrdered[45,1]",0.00859,0.00739,0.0068,0.00027,0.02773,1
"weightOrdered[46,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weightOrdered[47,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weightOrdered[48,1]",0.0086,0.00758,0.00654,0.00025,0.02782,1
"weightOrdered[49,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weightOrdered[50,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weightOrdered[51,1]",0.00928,0.008,0.00726,0.00028,0.03008,1
"weightOrdered[52,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weightOrdered[53,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weightOrdered[54,1]",0.00814,0.00726,0.0061,0.00022,0.02707,1
"weightOrdered[55,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weightOrdered[56,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weightOrdered[57,1]",0.00672,0.00627,0.00489,0.00019,0.0229,1
"weightOrdered[58,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weightOrdered[59,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weightOrdered[60,1]",0.00981,0.00892,0.00712,0.00029,0.03291,1
"weightOrdered[1,2]",0,0,0,0,0,0.5
"weightOrdered[2,2]",0,0,0,0,0,0.5
"weightOrdered[3,2]",0,0,0,0,0,0.5
"weightOrdered[4,2]",0.0313,0.02951,0.02251,0.00081,0.1088,1
"weightOrdered[5,2]",0.02728,0.02636,0.01968,0.00071,0.09972,1
"weightOrdered[6,2]",0.02831,0.0258,0.02075,9e-04,0.09588,1
"weightOrdered[7,2]",0.03052,0.02872,0.02203,0.00071,0.10809,1
"weightOrdered[8,2]",0.02833,0.02731,0.01994,0.00069,0.10537,1
"weightOrdered[9,2]",0.02675,0.02611,0.01934,0.00064,0.09567,1
"weightOrdered[10,2]",0.02924,0.02696,0.02176,0.00068,0.10063,1
"weightOrdered[11,2]",0.027,0.02569,0.01915,0.00076,0.09561,1
"weightOrdered[12,2]",0.02718,0.02596,0.01933,0.00071,0.09613,1
"weightOrdered[13,2]",0.02647,0.02536,0.01893,0.00071,0.09529,1
"weightOrdered[14,2]",0.02772,0.0253,0.02068,0.00074,0.09376,1
"weightOrdered[15,2]",0.03232,0.03284,0.02223,0.00077,0.11504,1
"weightOrdered[16,2]",0.02863,0.02689,0.02038,0.00095,0.10235,1
"weightOrdered[17,2]",0.02809,0.0262,0.02001,0.00092,0.09936,1
"weightOrdered[18,2]",0.02678,0.02399,0.02005,0.00075,0.09038,1
"weightOrdered[19,2]",0.02878,0.02667,0.02112,0.00082,0.10067,1
"weightOrdered[20,2]",0.02747,0.025,0.02015,0.00087,0.09354,1
"weightOrdered[21,2]",0.02755,0.02554,0.01988,0.00067,0.09327,1
"weightOrdered[22,2]",0.02697,0.02685,0.0186,0.00082,0.10263,1
"weightOrdered[23,2]",0.02557,0.0232,0.01906,0.00057,0.08577,1
"weightOrdered[24,2]",0.02535,0.02295,0.01887,0.00068,0.08408,1
"weightOrdered[25,2]",0.01334,0.01308,0.00946,0.00041,0.04787,1
"weightOrdered[26,2]",0.01334,0.01308,0.00946,0.00041,0.04787,1
"weightOrdered[27,2]",0.01593,0.01564,0.01097,0.00041,0.05885,1
"weightOrdered[28,2]",0.01593,0.01564,0.01097,0.00041,0.05885,1
"weightOrdered[29,2]",0.01507,0.01405,0.01087,0.00044,0.05039,1
"weightOrdered[30,2]",0.01507,0.01405,0.01087,0.00044,0.05039,1
"weightOrdered[31,2]",0.01466,0.01364,0.01054,0.00035,0.05067,1
"weightOrdered[32,2]",0.01466,0.01364,0.01054,0.00035,0.05067,1
"weightOrdered[33,2]",0.01376,0.01317,0.00952,0.00041,0.04733,1
"weightOrdered[34,2]",0.01376,0.01317,0.00952,0.00041,0.04733,1
"weightOrdered[35,2]",0.0152,0.01496,0.01044,0.00039,0.05713,1
"weightOrdered[36,2]",0.0152,0.01496,0.01044,0.00039,0.05713,1
"weightOrdered[37,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weightOrdered[38,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weightOrdered[39,2]",0.01007,0.00976,0.00732,0.00028,0.03631,1
"weightOrdered[40,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weightOrdered[41,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weightOrdered[42,2]",0.0096,0.00994,0.0068,0.00025,0.03523,1
"weightOrdered[43,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weightOrdered[44,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weightOrdered[45,2]",0.01025,0.01018,0.00703,0.00024,0.03887,1
"weightOrdered[46,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weightOrdered[47,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weightOrdered[48,2]",0.00976,0.00903,0.0071,0.00025,0.03357,1
"weightOrdered[49,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weightOrdered[50,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weightOrdered[51,2]",0.00948,0.00876,0.00698,0.00024,0.03307,1
"weightOrdered[52,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weightOrdered[53,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weightOrdered[54,2]",0.00983,0.00944,0.00713,0.00025,0.03424,1
"weightOrdered[55,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weightOrdered[56,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weightOrdered[57,2]",0.00992,0.0093,0.00725,0.00032,0.03458,1
"weightOrdered[58,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weightOrdered[59,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weightOrdered[60,2]",0.00992,0.00957,0.00708,0.00025,0.03664,1
"weightX[1,1]",0.04045,0.0295,0.03513,0.00168,0.10972,1
"weightX[2,1]",0.03682,0.02736,0.03121,0.0017,0.10215,1
"weightX[3,1]",0.03095,0.02452,0.02531,0.00115,0.09163,1
"weightX[4,1]",0.03307,0.02545,0.02767,0.00117,0.09669,1
"weightX[5,1]",0.0315,0.02409,0.02678,0.00119,0.08915,1
"weightX[6,1]",0.05758,0.032,0.05528,0.00575,0.12764,1
"weightX[7,1]",0.02185,0.01795,0.01758,0.00077,0.06512,1
"weightX[8,1]",0.01596,0.01474,0.01172,5e-04,0.05452,1
"weightX[9,1]",0.02077,0.01829,0.01586,0.00062,0.06853,1
"weightX[10,1]",0.02707,0.02553,0.01925,0.00077,0.09555,1
"weightX[11,1]",0.02857,0.02817,0.0201,8e-04,0.10315,1
"weightX[12,1]",0.02743,0.02541,0.01964,0.00077,0.09681,1
"weightX[13,1]",0.0187,0.01646,0.01437,0.00053,0.06023,1
"weightX[14,1]",0.02093,0.01905,0.01554,0.00062,0.06858,1
"weightX[15,1]",0.01661,0.01535,0.01206,0.00046,0.05531,1
"weightX[16,1]",0.01921,0.01725,0.01431,0.00054,0.06372,1
"weightX[17,1]",0.0158,0.01473,0.01156,0.00043,0.05437,1
"weightX[18,1]",0.0211,0.0183,0.01678,6e-04,0.06758,1
"weightX[19,1]",0.02184,0.01779,0.01734,0.00084,0.06524,1
"weightX[20,1]",0.02288,0.01963,0.01824,0.00068,0.07261,1
"weightX[21,1]",0.04183,0.02898,0.03761,0.00199,0.11122,1
"weightX[22,1]",0.03602,0.02618,0.03115,0.00205,0.09577,1
"weightX[23,1]",0.04018,0.02778,0.03548,0.00227,0.10293,1
"weightX[24,1]",0.03643,0.02819,0.03092,0.0013,0.10364,1
"weightX[25,1]",0.02127,0.01906,0.01574,0.00073,0.06999,1
"weightX[26,1]",0.02322,0.02065,0.01735,0.00077,0.07782,1
"weightX[27,1]",0.01868,0.01622,0.01443,0.00069,0.06086,1
"weightX[28,1]",0.01819,0.01646,0.01322,0.00061,0.06096,1
"weightX[29,1]",0.02131,0.01841,0.01659,0.00067,0.06912,1
"weightX[30,1]",0.02713,0.02318,0.02097,0.00089,0.08557,1
"weightX[31,1]",0.02362,0.02082,0.01799,0.00067,0.07723,1
"weightX[32,1]",0.02361,0.02037,0.01853,0.00072,0.07647,1
"weightX[33,1]",0.01783,0.01727,0.01257,0.00057,0.06455,1
"weightX[34,1]",0.02818,0.02537,0.02168,0.00072,0.09084,1
"weightX[35,1]",0.027,0.02465,0.0194,0.00077,0.09037,1
"weightX[36,1]",0.01851,0.01741,0.01353,0.00053,0.06358,1
"weightX[37,1]",0.02235,0.01991,0.01687,0.00063,0.07526,1
"weightX[38,1]",0.02553,0.02207,0.01989,0.00078,0.08154,1
"weightX[1,2]",0.02509,0.02413,0.01767,0.00065,0.0897,1
"weightX[2,2]",0.02485,0.02358,0.0176,0.00068,0.08843,1
"weightX[3,2]",0.02699,0.025,0.01997,0.00062,0.09249,1
"weightX[4,2]",0.02469,0.02419,0.01782,0.00058,0.08873,1
"weightX[5,2]",0.02601,0.02498,0.01841,0.00061,0.09465,1
"weightX[6,2]",0.0282,0.02673,0.02012,0.00066,0.09916,1
"weightX[7,2]",0.02609,0.02386,0.01896,0.00084,0.08947,1
"weightX[8,2]",0.02524,0.02461,0.01804,0.00064,0.09419,1
"weightX[9,2]",0.0288,0.0271,0.02073,0.00077,0.10057,1
"weightX[10,2]",0.02487,0.02471,0.01702,0.00056,0.09271,1
"weightX[11,2]",0.02626,0.02537,0.01847,0.00064,0.09415,1
"weightX[12,2]",0.02702,0.02756,0.01877,0.00057,0.09618,1
"weightX[13,2]",0.02338,0.0213,0.0172,0.00063,0.07833,1
"weightX[14,2]",0.02356,0.02138,0.01753,0.00054,0.07845,1
"weightX[15,2]",0.02489,0.02489,0.01711,0.00073,0.09601,1
"weightX[16,2]",0.0254,0.02366,0.01837,0.00062,0.08634,1
"weightX[17,2]",0.02531,0.02309,0.01865,0.00075,0.08699,1
"weightX[18,2]",0.02647,0.0245,0.0193,0.00075,0.09047,1
"weightX[19,2]",0.02469,0.02217,0.01837,0.00071,0.08282,1
"weightX[20,2]",0.02591,0.02425,0.01839,0.00086,0.09054,1
"weightX[21,2]",0.02639,0.02483,0.01865,0.00085,0.09402,1
"weightX[22,2]",0.02979,0.03027,0.02052,0.00072,0.1069,1
"weightX[23,2]",0.0256,0.02349,0.01889,0.00067,0.08549,1
"weightX[24,2]",0.02445,0.02359,0.01735,0.00065,0.08762,1
"weightX[25,2]",0.02798,0.02753,0.01918,0.00073,0.1044,1
"weightX[26,2]",0.0254,0.02445,0.01748,0.00074,0.08855,1
"weightX[27,2]",0.02701,0.02526,0.01961,0.00068,0.09225,1
"weightX[28,2]",0.02775,0.02585,0.01971,0.00082,0.09242,1
"weightX[29,2]",0.02932,0.02877,0.02033,0.00075,0.10832,1
